Book Id,Title,type,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Added,Summary,Tags,Genres,Category,Text,Linked Data,Owned Copies
49552,The Stranger,book,Albert Camus,"Camus, Albert",Matthew  Ward,,,5,4.02,Vintage International,Paperback,123,1989,1942,2/16/2021,,,,,,,0
11540946,"Black Skin, White Masks",book,Frantz Fanon,"Fanon, Frantz","Kwame Anthony Appiah, Richard Philcox",,,5,4.27,Grove Press,Kindle Edition,206,2008,1952,12/13/2020,,,,,,,0
25812847,Silk Roads,book,Peter Frankopan,"Frankopan, Peter",,1408839970,9781408839973,0,4.18,Bloomsbury,Hardcover,636,2015,2015,2/16/2021,,,,,,,0
24113,"Gödel, Escher, Bach: An Eternal Golden Braid",book,Douglas R. Hofstadter,"Hofstadter, Douglas R.",,0465026567,9780465026562,0,4.29,Basic Books,Paperback,777,1999,1979,2/16/2021,,,,,,,0
1120120,The Brain,book,Gerald M. Edelman,"Edelman, Gerald M.",Jean-Pierre Changeux,0765807173,9780765807175,0,4,Transaction Publishers,Paperback,291,2000,2000,2/16/2021,,,,,,,0
1574208,The Mindful Brain: Cortical Organization and the Group-Selective Theory of Higher Brain Function (Mit Press),book,Gerald M. Edelman,"Edelman, Gerald M.",Vernon B. Mountcastle,0262550075,9780262550079,0,4.42,The MIT Press,Paperback,106,1982,1978,2/16/2021,,,,,,,0
1120070,The Remembered Present: A Biological Theory of Consciousness,book,Gerald M. Edelman,"Edelman, Gerald M.",,046506910X,9780465069101,0,3.84,Basic Books,Hardcover,368,1990,1989,2/16/2021,,,,,,,0
1120114,Wider Than the Sky: The Phenomenal Gift of Consciousness,book,Gerald M. Edelman,"Edelman, Gerald M.",,0300107617,9780300107616,0,3.66,Yale University Press,Paperback,224,2005,2004,2/16/2021,,,,,,,0
371182,A Universe of Consciousness: How Matter Becomes Imagination,book,Gerald M. Edelman,"Edelman, Gerald M.",Giulio Tononi,0465013775,9780465013777,0,4.04,Basic Books,Paperback,288,2001,2000,2/16/2021,,,,,,,0
615426,The Empiricists: Locke: Concerning Human Understanding; Berkeley: Principles of Human Knowledge & 3 Dialogues; Hume: Concerning Human Understanding & Concerning Natural Religion,book,Richard  Taylor,"Taylor, Richard","George Berkeley, David Hume, John Locke",0385096224,9780385096225,5,3.55,Anchor,Paperback,528,1961,1960,2/16/2021,,,,,,,0
11987,The Myth of Sisyphus and Other Essays,book,Albert Camus,"Camus, Albert",Justin O'Brien,,,5,4.22,Vintage International,Paperback,212,1991,1942,2/16/2021,,,,,,,0
230733,Straw Dogs: Thoughts on Humans and Other Animals,book,John   Gray,"Gray, John",,1862075964,9781862075962,0,3.94,Granta Books,Paperback,246,2004,2002,2/16/2021,,,,,,,0
321263,Humanity: A Moral History of the Twentieth Century,book,Jonathan Glover,"Glover, Jonathan",,0300087152,9780300087154,0,4.27,Yale University Press,Paperback,480,2001,1999,2/16/2021,,,,,,,0
258476,Designing Interactions,book,Bill Moggridge,"Moggridge, Bill",,0262134748,9780262134743,5,3.98,The MIT Press,Hardcover,766,2007,2006,1/18/2021,,,,,,,0
6568321,"Universal Principles of Design, Revised and Updated: 125 Ways to Enhance Usability, Influence Perception, Increase Appeal, Make Better Design Decisions, and Teach through Design",book,William Lidwell,"Lidwell, William","Kritina Holden, Jill Butler",1592535879,9781592535873,5,4.16,Rockport Publishers,Flexibound,272,2010,2003,1/18/2021,,,,,,,0
8379886,Designing Interfaces: Patterns for Effective Interaction Design,book,Jenifer Tidwell,"Tidwell, Jenifer",,1449379702,9781449379704,4,3.83,O'Reilly Media,Paperback,578,2011,2005,1/18/2021,,,,,,,0
6863658,Effective UI: The Art of Building Great User Experience in Software,book,Jonathan Anderson,"Anderson, Jonathan","Robb Wilson, John McRee, The EffectiveUI Team",059615478X,9780596154783,4,3.55,O'Reilly Media,Paperback,312,2010,2009,1/18/2021,,,,,,,0
18652732,Designing with the Mind in Mind: Simple Guide to Understanding User Interface Design Rules,book,Jeff                                                 Johnson,"Johnson, Jeff",,,,3,4.1,Morgan Kaufmann,Kindle Edition,201,2010,2010,1/18/2021,,,,,,,0
19380118,Radical Embodied Cognitive Science (A Bradford Book),book,Anthony Chemero,"Chemero, Anthony",,,,5,3.93,A Bradford Book,Kindle Edition,269,2011,2009,1/18/2021,,,,,,,0
36691901,Self Comes to Mind: Constructing the Conscious Brain,book,António Damásio,"Damásio, António",,,,5,3.96,Vintage,Kindle Edition,384,2010,2010,1/18/2021,,,,,,,0
22713923,How the Body Shapes the Mind,book,Shaun Gallagher,"Gallagher, Shaun",,0191533963,9780191533969,5,4.29,Clarendon Press,Kindle Edition,284,2006,2005,1/18/2021,,,,,,,0
231160,Learning XML,book,Erik T. Ray,"Ray, Erik T.",,0596004206,9780596004200,5,3.64,O'Reilly Media,Paperback,416,2003,2001,1/18/2021,,,,,,,0
10327296,Visual Complexity: Mapping Patterns of Information,book,Manuel Lima,"Lima, Manuel",,1568989369,9781568989365,5,3.98,Princeton Architectural Press,Hardcover,272,2011,2011,1/18/2021,,,,,,,0
18286,Vision Science: Photons to Phenomenology,book,Stephen E. Palmer,"Palmer, Stephen E.",,0262161834,9780262161831,5,4.33,The MIT Press,Hardcover,832,1999,1999,1/18/2021,,,,,,,0
6386509,Mobile Design and Development: Practical concepts and techniques for creating mobile sites and web apps,book,Brian Fling,"Fling, Brian",,0596155441,9780596155445,3,3.51,O'Reilly Media,Paperback,311,2009,2009,1/18/2021,,,,,,,0
9191111,Ecrits: A Selection,book,Jacques Lacan,"Lacan, Jacques",,,,4,3.8,,Kindle Edition,394,,1977,1/18/2021,,,,,,,0
5535026,Scientific Approaches to Consciousness (Carnegie Mellon Symposia on Cognition Series),book,James Cohen,"Cohen, James",Jonathan W. Schooler,0805814728,9780805814729,5,5,Routledge,Paperback,550,1996,1996,1/18/2021,,,,,,,0
12551630,"This is Service Design Thinking: Basics, Tools, Cases",book,Marc Stickdorn,"Stickdorn, Marc",Jakob Schneider,1118156307,9781118156308,5,4,Wiley,Paperback,384,2012,2010,1/18/2021,,,,,,,0
70132,Information Architecture for the World Wide Web: Designing Large-Scale Web Sites,book,Peter Morville,"Morville, Peter",Louis Rosenfeld,0596527349,9780596527341,5,3.93,O'Reilly Media,Paperback,526,2007,1998,1/18/2021,,,,,,,0
13073411,Mobile Design Pattern Gallery: UI Patterns for Mobile Applications,book,Theresa Neil,"Neil, Theresa",,1449314325,9781449314323,3,3.82,O'Reilly Media,Paperback,284,2012,2011,1/18/2021,,,,,,,0
11231520,Gamification by Design: Implementing Game Mechanics in Web and Mobile Apps,book,Gabe Zichermann,"Zichermann, Gabe",Christopher Cunningham,1449397670,9781449397678,3,3.64,O'Reilly Media,Paperback,182,2011,2011,1/18/2021,,,,,,,0
433443,"An Introduction to Information Theory: Symbols, Signals and Noise (Dover Books on Mathematics)",book,John Robinson Pierce,"Pierce, John Robinson",,0486240614,9780486240619,5,3.91,Dover Publications,Paperback,306,1980,1961,1/18/2021,,,,,,,0
18894948,Resilience: Why Things Bounce Back,book,Andrew Zolli,"Zolli, Andrew",Ann Marie Healy,,,5,3.63,Free Press,Kindle Edition,338,2012,2012,1/18/2021,,,,,,,0
19025251,The Elementary Forms of the Religious Life [Active TOC & Linked Notes] (Classics of the Social Sciences),book,Émile Durkheim,"Durkheim, Émile","Joseph Ward Swain, Steven Alan Childress",,,5,3.93,Quid Pro Books,Kindle Edition,459,2012,1912,1/18/2021,,,,,,,0
773524,The Culture of Cities (Book 2),book,Lewis Mumford,"Mumford, Lewis",,0156233010,9780156233019,5,4.06,Mariner Books,Paperback,586,1970,1938,1/18/2021,,,,,,,0
1049909,"Sensorium: Embodied Experience, Technology, and Contemporary Art (Mit Press)",book,Caroline A. Jones,"Jones, Caroline A.",,0262101173,9780262101172,3,4.15,The MIT Press,Paperback,268,2006,2006,1/18/2021,,,,,,,0
18827531,Sigmund Freud's Classics,book,Sigmund Freud,"Freud, Sigmund",,,9781614304692,5,3.75,Acheron Press,Kindle Edition,2715,2012,2012,1/18/2021,,,,,,,0
19057380,The Stages in the Social History of Capitalism,book,Henri Pirenne,"Pirenne, Henri",,,,4,3.81,,Kindle Edition,36,2011,1914,1/18/2021,,,,,,,0
2117148,The City In Mind: Notes on the Urban Condition,book,James Howard Kunstler,"Kunstler, James Howard",,0684845911,9780684845913,5,3.82,Free Press,Hardcover,272,2002,2001,1/18/2021,,,,,,,0
538867,Home from Nowhere: Remaking Our Everyday World for the 21st Century,book,James Howard Kunstler,"Kunstler, James Howard",,0684811960,9780684811963,5,3.83,Simon & Schuster,Hardcover,320,1996,1996,1/18/2021,,,,,,,0
125313,The Geography of Nowhere: The Rise and Decline of America's Man-Made Landscape,book,James Howard Kunstler,"Kunstler, James Howard",,0671888250,9780671888251,5,4.06,Free Press,Paperback,304,1994,1993,1/18/2021,,,,,,,0
8322332,"Designing Social Interfaces: Principles, Patterns, and Practices for Improving the User Experience (Animal Guide)",book,Christian Crumlish,"Crumlish, Christian",,,,5,3.89,,Kindle Edition,518,,2009,1/18/2021,,,,,,,0
18924295,Storytelling for User Experience: Crafting Stories For Better Design,book,Whitney Quesenbery,"Quesenbery, Whitney",Kevin Brooks,1933820039,9781933820033,5,3.74,Rosenfeld Media,Kindle Edition,298,2010,2010,1/18/2021,,,,,,,0
744460,Rapid Contextual Design,book,Karen Holtzblatt,"Holtzblatt, Karen","Jessamyn Wendell, Shelley Wood",0123540518,9780123540515,5,3.67,Morgan Kaufmann,Paperback,320,2004,2004,1/18/2021,,,,,,,0
19413037,"The Wave in the Mind: Talks and Essays on the Writer, the Reader, and the Imagination",book,Ursula K. Le Guin,"Guin, Ursula K. Le",,,,1,4.33,Shambhala,Kindle Edition,294,2004,2004,1/18/2021,,,,,,,0
540287,On Writing Well: The Classic Guide to Writing Nonfiction,book,William Zinsser,"Zinsser, William",,0062735233,9780062735232,5,4.24,HarperPerennial,Paperback,308,1998,1976,1/18/2021,,,,,,,0
21449078,On Revolution,book,Hannah Arendt,"Arendt, Hannah",Jonathan Schell,1101662646,9781101662649,5,4.01,Penguin Classics,Kindle Edition,336,2006,1956,1/18/2021,,,,,,,0
22843271,Eloquent JavaScript: A Modern Introduction to Programming,book,Marijn Haverbeke,"Haverbeke, Marijn",,,9781593275846,5,4.15,No Starch Press,Paperback,478,2014,2010,1/18/2021,,,,,,,0
16219704,JavaScript and jQuery: Interactive Front-End Web Development,book,Jon Duckett,"Duckett, Jon",,1118531647,9781118531648,4,4.29,Wiley,Paperback,640,2014,2013,1/18/2021,,,,,,,0
10361330,HTML and CSS: Design and Build Websites,book,Jon Duckett,"Duckett, Jon",,1118008189,9781118008188,4,4.3,Wiley,Paperback,514,2011,2011,1/18/2021,,,,,,,0
9637570,Designing Search: UX Strategies for eCommerce Success,book,Greg Nudelman,"Nudelman, Greg",Pabini Gabriel-Petit,0470942231,9780470942239,3,3.86,Wiley,Paperback,368,2011,2011,1/18/2021,,,,,,,0
7088205,Search Patterns: Design for Discovery,book,Peter Morville,"Morville, Peter",Jeffery Callender,0596802277,9780596802271,5,3.87,O'Reilly Media,Paperback,191,2010,2010,1/18/2021,,,,,,,0
6472591,"Faceted Search (Synthesis Lectures on Information Concepts, Retrieval, and Services, 5)",book,Daniel Tunkelang,"Tunkelang, Daniel",,1598299999,9781598299991,5,3.92,Morgan and Claypool Publishers,Paperback,79,2009,2009,1/18/2021,,,,,,,0
23129115,The Bertrand Russell Collection: 8 Classic Works,book,Bertrand Russell,"Russell, Bertrand",,,,5,4.27,Waxkeep Publishing,Kindle Edition,,2014,1972,1/18/2021,,,,,,,0
18310312,Critique of Everyday Life,book,Henri Lefebvre,"Lefebvre, Henri",,1781683182,9781781683187,5,4.16,Verso,Hardcover,912,2035,2014,1/18/2021,,,,,,,0
30111311,In Search of Lost Time [volumes 1 to 7],book,Marcel Proust,"Proust, Marcel",,,,5,4.34,Marcel Proust,Kindle Edition,1867,2016,1927,1/18/2021,,,,,,,0
405880,"Mathematics: Its Content, Methods and Meaning (3 Volumes in One) (Dover Books on Mathematics)",book,A.D. Aleksandrov,"Aleksandrov, A.D.","A.N. Kolomogorov, M.A. Lavrent’ev",0486409163,9780486409160,3,4.44,Dover Publications,Paperback,1120,1999,1963,1/18/2021,,,,,,,0
76479,A Field Guide to Getting Lost,book,Rebecca Solnit,"Solnit, Rebecca",,0143037242,9780143037248,5,3.92,Penguin Books,Paperback,209,2006,2005,1/18/2021,,,,,,,0
15802147,The Complete Calvin and Hobbes,book,Bill Watterson,"Watterson, Bill",,1449433251,9781449433253,5,4.81,Andrews McMeel Publishing (Andrews McMeel Universal),Paperback,1456,2012,2005,1/18/2021,,,,,,,0
21406547,Innovating for People: Human-Centered Design Planning Cards,book,LUMA Institute,"Institute, LUMA",,098575091X,9780985750916,5,4.71,LUMA Institute,Cards,38,2012,,1/18/2021,,,,,,,0
34122206,The Secret Lives of Color,book,Kassia St. Clair,"Clair, Kassia St.",,0143131141,9780143131144,5,4.12,Penguin Books,Hardcover,320,2017,2016,1/18/2021,,,,,,,0
25061521,The Field Guide to Human-Centered Design,book,IDEO.org,"IDEO.org, IDEO.org",,,9780991406319,5,4.16,,Paperback,192,2015,2015,1/18/2021,,,,,,,0
51480487,"Rock Climbing for the Absolute Beginner: A Complete Guide to Bouldering, Mountaineering, Top-Rope & Trad Climbing- Includes Knot Tying Tutorials",book,K.J. Moore,"Moore, K.J.",,1672899133,9781672899130,5,4.63,Independently published,Paperback,181,2019,,1/18/2021,,,,,,,0
41484259,Rock Climbing Technique: The Practical Guide to Movement Mastery,book,John Kettle,"Kettle, John",,1999654404,9781999654405,5,4.46,John Kettle,Paperback,140,2018,,1/18/2021,,,,,,,0
21981721,"How to Solve It: A New Aspect of Mathematical Method (Princeton Science Library, 34)",book,George Pólya,"Pólya, George",John H. Conway,069116407X,9780691164076,5,4.14,Princeton University Press,Paperback,288,2014,1944,1/18/2021,,,,,,,0
48656150,On the Road,book,Jack Kerouac,"Kerouac, Jack",,0140283293,9780140283297,5,3.61,Penguin Books,Paperback,293,2019,1957,1/18/2021,,,,,,,0
55520876,How to Build a Motorcycle: A Nut-and-Bolt Guide to Customizing Your Bike,book,Gary Inman,"Inman, Gary",Gilbert Adi,1786277581,9781786277589,5,4.29,Laurence King Publishing,Hardcover,192,2020,,1/18/2021,,,,,,,0
34083908,On Tyranny: Twenty Lessons from the Twentieth Century,book,Timothy Snyder,"Snyder, Timothy",,,,0,4.19,Crown,Kindle Edition,110,2017,2017,11/28/2017,,,,,,,0
28945929,Cities I've Never Lived In,book,Sara Majka,"Majka, Sara",,,,0,3.49,Graywolf Press,Kindle Edition,175,2016,2016,11/6/2018,,,,,,,0
31120659,The Economy of Cities,book,Jane Jacobs,"Jacobs, Jane",,0525432868,,0,4.1,Vintage,Kindle Edition,262,2016,1969,12/15/2018,,,,,,,0
19306665,On the Shortness of Life,book,Seneca,"Seneca, Seneca",Charles Desmond Nuttall Costa,,,5,4.18,Penguin Books,Kindle Edition,111,2005,49,1/5/2015,,,,,,,0
25773347,"The Complete Works of Fyodor Dostoyevsky: Novels, Short Stories and Autobiographical Writings: The Entire Opus of the Great Russian Novelist, Journalist ... The Idiot, Notes from the Underground...",book,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Fyodor Dostoyevsky, Constance Garnett, C.J. Hogarth",8026837894,9788026837893,0,4.54,e-artnow ebooks,Kindle Edition,7718,2015,1954,11/28/2015,,,,,,,0
6632331,"Exploratory Search: Beyond the Query-Response Paradigm (Synthesis Lectures on Information Concepts, Retrieval & Services)",book,Ryen White,"White, Ryen",Resa A. Roth,159829783X,9781598297836,0,4.67,Morgan and Claypool Publishers,Paperback,108,2009,2009,12/9/2015,,,,,,,0
10251325,Process and Reality,book,Alfred North Whitehead,"Whitehead, Alfred North",,,,0,4.2,,Kindle Edition,452,,1929,1/27/2016,,,,,,,0
8175234,History of Madness,book,Michel Foucault,"Foucault, Michel","Jean Khalfa, Jonathan Murphy",,,0,4.09,Routledge,ebook,736,2013,1961,12/3/2015,,,,,,,0
8723786,The Concept of Nature: The Tarner Lectures Delivered in Trinity College 11/1919,book,Alfred North Whitehead,"Whitehead, Alfred North",,,,3,3.79,,Kindle Edition,,,1920,12/13/2015,,,,,,,0
19185075,Wired for Culture: Origins of the Human Social Mind,book,Mark Pagel,"Pagel, Mark",,,,0,3.88,W. W. Norton & Company,Kindle Edition,431,2012,2012,12/3/2015,,,,,,,0
22549635,"Suicide, a study in sociology:",book,Émile Durkheim,"Durkheim, Émile",,,,0,3.85,,Kindle Edition,398,2012,1897,12/3/2015,,,,,,,0
19049131,The Stuff of Thought: Language as a Window into Human Nature,book,Steven Pinker,"Pinker, Steven",,,,0,3.91,Penguin,Kindle Edition,524,2008,2007,12/3/2015,,,,,,,0
6447331,Pragmatism,book,William  James,"James, William",,,,0,3.89,,Kindle Edition,133,,1907,12/3/2015,,,,,,,0
19335404,Mere Possibilities: Metaphysical Foundations of Modal Semantics (Carl G. Hempel Lecture Series Book 2),book,Robert C. Stalnaker,"Stalnaker, Robert C.",,,,0,3.78,Princeton University Press,Kindle Edition,182,2011,2011,12/3/2015,,,,,,,0
15788803,A Letter to a Hindu,book,Leo Tolstoy,"Tolstoy, Leo",,,,0,3.77,Public Domain Books,Kindle Edition,17,2012,1908,12/3/2015,,,,,,,0
10980255,"The Incarnate Subject: Malebranche, Biran, and Bergson on the Union of Body and Soul (Contemporary Studies in Philosophy and the Human Sciences): Malebranche, ... and Bergson on the Union of Body and Soul",book,Maurice Merleau-Ponty,"Merleau-Ponty, Maurice","Andrew G. Bjelland, Patrick Burke, Paul B. Milan",,,0,3.38,,Kindle Edition,152,,1997,12/3/2015,,,,,,,0
