Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
10980255,"The Incarnate Subject: Malebranche, Biran, and Bergson on the Union of Body and Soul (Contemporary Studies in Philosophy and the Human Sciences): Malebranche, ... and Bergson on the Union of Body and Soul",Maurice Merleau-Ponty,"Merleau-Ponty, Maurice","Andrew G. Bjelland, Patrick Burke, Paul B. Milan","=""""","=""""",0,3.38,,Kindle Edition,152,,1997,,2015/12/03,,,read,,,,1,0
6392034,Discourse on the Origin of Inequality,Jean-Jacques Rousseau,"Rousseau, Jean-Jacques",,"=""""","=""""",0,3.79,,Kindle Edition,142,,1755,,2015/12/03,,,read,,,,1,0
18924537,Delusion and Dream,Sigmund Freud,"Freud, Sigmund",,"=""""","=""""",0,3.78,Acheron Press,Kindle Edition,136,2012,2010,,2015/12/03,,,read,,,,1,0
8302426,Civilization and Its Discontents,Sigmund Freud,"Freud, Sigmund",David McLintock,"=""""","=""""",0,3.80,Penguin,Kindle Edition,97,2002,1930,,2015/12/03,,,read,,,,1,0
26361369,"Understanding Context: Environment, Language, and Information Architecture",Andrew Hinton,"Hinton, Andrew",,"=""""","=""9781449323172""",5,4.11,O'Reilly Media,Paperback,440,2014,2014,2015/11/21,2015/11/21,,,read,Just finished Understanding Context. Hinton has done an excellent job of taking some core principles in a field of psychology that is still emerging and framed the relevance of contextual thinking in the work we do as designers of digital systems. Truly impressed.,,,1,0
58233,"From Dawn to Decadence: 500 Years of Western Cultural Life, 1500 to the Present",Jacques Barzun,"Barzun, Jacques",,"=""0060928832""","=""9780060928834""",5,4.13,Harper Perennial,Paperback,828,2001,2000,,2015/10/05,,,read,,,,1,0
243685,A History of Western Philosophy,Bertrand Russell,"Russell, Bertrand",,"=""0671201581""","=""9780671201586""",5,4.12,Simon & Schuster,Paperback,906,1986,1945,,2015/10/05,,,read,,,,1,0
5976571,Essays of Schopenhauer,Arthur Schopenhauer,"Schopenhauer, Arthur",Mrs. Rudolf Dircks,"=""1406596183""","=""9781406596182""",5,4.06,Dodo Pr,Paperback,184,2008,1882,,2015/10/05,,,read,,,,1,0
80313,Dialogues Concerning Natural Religion,David Hume,"Hume, David",Richard H. Popkin,"=""0872204022""","=""9780872204027""",5,3.97,Hackett Publishing Company,Paperback,160,1998,1779,,2015/10/05,,,read,,,,1,0
80311,A Treatise of Human Nature,David Hume,"Hume, David",,"=""1406927554""","=""9781406927559""",5,3.94,Hard Press,Paperback,434,2006,1739,,2015/10/05,,,read,,,,1,0
130119,An Enquiry Concerning Human Understanding,David Hume,"Hume, David",,"=""1420926993""","=""9781420926996""",5,3.94,Digireads.Com,Paperback,96,2006,1748,,2015/10/05,,,read,,,,1,0
13104062,"The Science of Consciousness: Psychological, Neuropsychological and Clinical Reviews",Max Velmans,"Velmans, Max",,"=""0415110823""","=""9780415110822""",5,3.00,Routledge,Paperback,224,1996,1996,,2015/10/05,,,read,,,,1,0
1522406,Understanding Consciousness,Max Velmans,"Velmans, Max",,"=""0415224926""","=""9780415224925""",5,4.05,Routledge,Paperback,,2000,2000,,2015/10/05,,,read,,,,1,0
170016,Cognitive Neuroscience: The Biology of the Mind,Michael S. Gazzaniga,"Gazzaniga, Michael S.","Richard B. Ivry, G.R. Mangun","=""0393977773""","=""9780393977776""",4,4.12,W W Norton & Co Inc,Hardcover,680,2002,1998,,2015/10/05,,,read,,,,1,0
2875137,Mental Models: Aligning Design Strategy with Human Behavior,Indi Young,"Young, Indi",,"=""1933820063""","=""9781933820064""",5,3.87,Rosenfeld Media,Paperback,299,2008,2008,,2015/10/05,,,read,,,,1,0
24968922,Contextual Design: Evolved (Synthesis Lectures on Human-centered Informatics),Karen Holtzblatt,"Holtzblatt, Karen",Hugh Beyer,"=""1627055584""","=""9781627055581""",5,4.31,Morgan & Claypool,Paperback,91,2014,2014,,2015/10/05,,,read,,,,1,0
18942729,The Life of the Mind: The Groundbreaking Investigation on How We Think,Hannah Arendt,"Arendt, Hannah",Mary McCarthy,"=""""","=""""",4,4.25,Mariner Books,Kindle Edition,553,1981,1971,2015/09/21,2015/09/21,,,read,,,,1,0
19322658,Violence (BIG IDEAS//small books),Slavoj Žižek,"Žižek, Slavoj",Slavoj  Zizek,"=""""","=""""",0,3.88,Picador,Kindle Edition,301,2008,2007,,2015/09/20,,,read,,,,1,0
6075357,The World of Perception,Maurice Merleau-Ponty,"Merleau-Ponty, Maurice",,"=""""","=""""",0,3.98,,Kindle Edition,136,,2002,,2015/09/20,,,read,,,,1,0
19285518,Embodied Cognition (New Problems of Philosophy Book 9),Lawrence A. Shapiro,"Shapiro, Lawrence A.",,"=""""","=""""",0,3.92,Routledge,Kindle Edition,336,2010,2010,,2015/09/20,,,read,,,,1,0
6587842,The Order of Things: An Archaeology of the Human Sciences,Michel Foucault,"Foucault, Michel",,"=""""","=""""",0,4.12,Routledge,Kindle Edition,448,2001,1966,,2015/09/20,,,read,,,,1,0
22612510,Introduction to Mathematical Philosophy,Bertrand Russell,"Russell, Bertrand",,"=""""","=""""",5,4.04,Heraklion Press,Kindle Edition,214,2014,1918,2015/06/16,2015/06/16,,,read,,,,1,0
19006787,Rebel Cities: From the Right to the City to the Urban Revolution,David Harvey,"Harvey, David",,"=""""","=""""",4,3.92,Verso,Kindle Edition,207,2012,2012,2015/05/05,2015/05/05,,,read,,,,1,0
17448350,City 2.0: The Habitat of the Future and How to Get There,TED Books,"Books, TED",,"=""1937382311""","=""9781937382315""",5,3.75,TED Conferences,Kindle Edition,119,2013,2013,2015/04/17,2015/04/17,,,read,,,,1,0
23314559,Talking to Humans,Giff Constable,"Constable, Giff",,"=""0990800911""","=""""",5,4.07,,Kindle Edition,75,2014,2014,2015/04/13,2015/04/13,,,read,,,,1,0
24473905,The Design of Scarcity,Jon Goodbun,"Goodbun, Jon",,"=""""","=""""",5,4.26,Strelka Press,Kindle Edition,47,2014,2014,2015/04/02,2015/04/02,,,read,,,,1,0
13337800,A Collection Of Essays (Harvest Book),George Orwell,"Orwell, George",,"=""""","=""""",5,4.30,,Kindle Edition,319,,1941,2015/03/28,2015/03/28,,,read,,,,1,0
18991506,The Ego and the Id,Sigmund Freud,"Freud, Sigmund",,"=""""","=""""",4,3.82,,Kindle Edition,47,2013,1923,2015/03/05,2015/03/05,,,read,,,,1,0
8281968,An Essay on Liberation,Herbert Marcuse,"Marcuse, Herbert",,"=""""","=""""",5,3.80,,Kindle Edition,109,,1969,2015/02/25,2015/02/25,,,read,,,,1,0
10821276,Illuminations: Essays and Reflections,Walter Benjamin,"Benjamin, Walter",,"=""""","=""""",4,4.30,,Kindle Edition,307,,1955,2015/02/20,2015/02/20,,,read,,,,1,0
10165553,Boundaries of the Mind: The Individual in the Fragile Sciences - Cognition,Robert Andrew Wilson,"Wilson, Robert Andrew",,"=""0511447493""","=""9780511447495""",5,3.91,,Kindle Edition,390,,2004,2015/01/31,2015/01/31,,,read,,,,1,0
18711308,"Age of Context: Mobile, Sensors, Data and the Future of Privacy",Robert Scoble,"Scoble, Robert",Shel Israel,"=""""","=""""",4,3.62,Patrick Brewster Press,Kindle Edition,248,2014,2013,2015/01/01,2015/01/01,,,read,,,,1,0
23211016,The Epic Struggle of the Internet of Things,Bruce Sterling,"Sterling, Bruce",,"=""""","=""""",5,3.81,Strelka Press,Kindle Edition,30,2014,2014,2014/12/10,2014/12/10,,,read,,,,1,0
18978532,On Human Nature,Edward O. Wilson,"Wilson, Edward O.",,"=""0674076583""","=""""",5,4.14,Harvard University Press,Kindle Edition,285,2012,1978,2014/09/21,2014/09/21,,,read,,,,1,0
20824675,A Natural History of Human Thinking,Michael Tomasello,"Tomasello, Michael",,"=""0674727576""","=""9780674727571""",5,3.97,Harvard University Press,Kindle Edition,193,2014,2014,2014/09/08,2014/09/08,,,read,,,,1,0
18992000,Metaphors We Live By,George Lakoff,"Lakoff, George",Mark  Johnson,"=""""","=""""",5,4.10,The University of Chicago Press,Kindle Edition,294,2008,1980,2014/09/01,2014/09/01,,,read,,,,1,0
